250최고,250최고가대비율,250최고가일,250최저,250최저가대비율,250최저가일,BPS,EPS,EV,PBR,PER,ROE,거래대비,거래량,결산월,고가,기준가,당기순이익,대비기호,대용가,등락율,매출액,상장주식,상한가,시가,시가총액,시가총액비중,신용비율,액면가,액면가단위,연중최고,연중최저,영업이익,예상체결가,예상체결수량,외인소진률,자본금,저가,전일대비,종목명,종목코드,하한가,현재가
+30800,-33.12,20180130,-19500,+5.64,20180410,55809,0,3.46,0.37,0.00,0.5,-20.29,1289,12,+20600,20300,6,2,14610,+1.48,2084,2200,+26350,+20350,453,,+0.40,5000,원,+30800,-19500,3,-0,0,+10.12,110,+20350,+300,화천기계,010660,-14250,+20600
+29000,-19.14,20180212,-16050,+46.11,20170518,11835,1074,11.13,1.98,21.83,11.7,-50.38,93506,12,+23900,23500,272,5,17860,-0.21,1480,18600,+30550,+23650,4362,,+1.63,500,원,+29000,-21500,297,-0,0,+26.62,97,-23250,-50,환인제약,016580,-16450,-23450
+13700,-12.04,20180202,-9980,+20.74,20170816,7084,1353,8.11,1.70,8.91,15.2,+109.64,92359,12,+12450,12400,162,5,8680,-2.82,1809,14116,+16100,-12250,1701,,+2.44,5000,원,+13700,-10400,181,-0,0,+22.63,706,-12000,-350,휴니드,005870,-8700,-12050
+7980,-24.19,20170802,-3710,+63.07,20170414,8475,484,,0.71,12.50,14.4,+162.11,36447,12,+6150,6050,853,3,4350,0.00,31607,64243,+7860,+6090,3887,,+0.55,5000,원,+6990,-5140,1072,-0,0,+2.47,3212,-5950,0,흥국화재,000540,-4240,6050
+11600,-10.78,20170801,-9000,+15.00,20170419,20810,1522,,0.50,6.80,5.8,-73.74,1059429,12,+10550,10400,4250,5,8110,-0.48,33534,325935,+13500,10400,33734,,+0.07,5000,원,+11250,-9230,5943,-0,0,+53.68,16297,-10250,-50,BNK금융지주,138930,-7300,-10350
+11200,-35.54,20170419,-7110,+1.55,20180329,17081,2102,3.41,0.42,3.43,5.4,+187.15,13630,12,+7260,7220,191,3,5050,0.00,5469,19480,+9380,-7190,1406,,+0.30,500,원,+8150,-7110,339,-0,0,+2.52,97,-7180,0,DRB동일,004840,-5060,7220
+66800,-10.33,20170620,-53900,+11.13,20170411,161644,0,13.16,0.37,0.00,7.4,+109.61,5089,12,+60100,59200,868,2,43800,+1.18,44082,6860,+76900,+59400,4109,,+0.12,5000,원,+61500,-55500,937,-0,0,+4.63,343,-58900,+700,E1,017940,-41500,+59900
+37550,-1.07,20180420,-25450,+45.97,20171010,46180,0,10.00,0.80,0.00,-5.2,-55.22,948771,12,+37550,36900,-1637,2,28780,+0.68,116795,71694,+47950,+36950,26634,,+1.24,5000,원,+37550,-27600,3187,-0,0,+14.04,3585,-36000,+250,GS건설,006360,-25850,+37150
+68900,-15.38,20180411,-27700,+110.47,20170428,11406,1915,14.95,5.11,30.44,17.5,0.00,0,12,0,58300,168,3,43140,0.00,1436,7917,+75700,0,4616,,+2.45,5000,원,+68900,-41500,238,-0,0,+5.73,396,0,0,JW생명과학,234080,-40900,58300
+54400,-21.60,20170605,-38700,+10.21,20170926,12820,0,25.66,3.33,0.00,-0.3,-52.13,123804,12,+43350,42600,-7,2,32370,+0.12,5029,19637,+55300,42600,8375,,+3.84,2500,원,+53400,-40350,217,-0,0,+6.12,491,-42100,+50,JW중외제약,001060,-29850,+42650
+78500,-23.69,20171027,-56900,+5.27,20180413,87108,6782,3.52,0.69,8.83,6.2,+126.45,5397,12,+59900,58900,271,2,42400,+1.70,7037,4840,+76500,-58800,2899,,+0.08,5000,원,+74900,-56900,300,-0,0,+31.04,242,-57900,+1000,KPX케미칼,025000,-41300,+59900
+11000,-23.18,20170808,-7810,+8.19,20170421,10177,585,10.07,0.83,14.44,11.1,-63.53,43616,12,+8520,8440,257,2,6240,+0.12,1776,23186,+10950,-8410,1959,,+0.92,500,원,+10350,-8250,451,-0,0,+5.79,116,-8370,+10,KSS해운,044450,-5910,+8450
+116000,-29.83,20170616,-75400,+7.96,20180326,93736,7524,6.53,0.87,10.82,7.1,-25.07,34089,12,82300,82300,679,5,64190,-1.09,32565,8968,+106500,-82000,7300,,+1.47,5000,원,+98700,-75400,1330,-0,0,+12.19,448,-81000,-900,LG하우시스,108670,-57700,-81400
+1400,-38.93,20170615,-789,+8.37,20180410,987,0,,0.87,0.00,-3.3,-81.02,648008,12,+855,841,-65,2,600,+1.66,2854,202425,+1090,841,1731,,+2.70,500,원,+1060,-789,-67,-0,0,+1.49,1012,-836,+14,SG세계물산,004060,-589,+855
+91500,-7.76,20180319,-48400,+74.38,20170411,32990,4184,3.04,2.56,20.17,36.8,-77.78,4590640,12,-86300,87900,106422,5,66800,-3.98,301094,728002,+114000,-85900,614434,,+0.48,5000,원,+91500,-68200,137213,-0,0,+49.77,36577,-84000,-3500,SK하이닉스,000660,-61600,-84400
+5340,-31.55,20170414,-2590,+41.12,20171227,3345,288,14.23,1.09,12.69,5.9,-26.62,1251185,12,+3820,3705,51,5,2590,-1.35,1745,24939,+4815,+3820,912,,+6.99,1000,원,+3960,-2610,59,-0,0,+0.83,249,-3630,-50,고려산업,002140,-2595,-3655
+14250,-22.11,20170726,-10650,+4.23,20180405,28827,1914,,0.39,5.80,8.8,-69.27,39559,12,11150,11150,1342,5,8250,-0.45,8021,51316,+14450,11150,5696,,+0.23,5000,원,+13200,-10650,1813,-0,0,+13.24,2566,-11000,-50,광주은행,192530,-7850,-11100
+11200,-53.75,20170424,-2880,+79.86,20171227,4453,589,,1.16,8.79,-19.0,-41.77,897839,12,5200,5200,-90,5,3320,-0.38,1916,13411,+6760,-5130,695,,+10.16,500,원,+5450,-2980,-59,-0,0,+0.80,67,-4980,-20,국동,005320,-3640,-5180
+42800,-24.77,20170619,-27600,+16.67,20180416,51592,6933,3.16,0.62,4.64,9.0,+108.34,27163,12,+32200,29900,266,2,21520,+7.69,6132,4856,+38850,+30700,1564,,+0.41,5000,원,+36400,-27600,460,-0,0,+2.35,243,29900,+2300,금강공업,014280,-20950,+32200
+8210,-25.58,20170412,-4600,+32.83,20180412,8836,967,5.40,0.69,6.32,5.6,+8863.72,3931859,12,+6110,4705,49,1,3290,+29.86,1797,9765,+6110,+4710,597,,+3.18,500,원,+6110,-4600,89,-0,0,+9.27,49,+4710,+1405,금호에이치티,214330,-3295,+6110
+260000,-16.54,20180130,-152500,+42.30,20170412,84976,5451,21.08,2.55,39.81,5.2,-96.83,44565,12,+217500,209000,567,2,154660,+3.83,12879,11687,+271500,+214000,25360,,+0.24,5000,원,+260000,-187000,903,-0,0,+25.38,584,+210000,+8000,녹십자,006280,-146500,+217000
+135500,-19.93,20170608,-97500,+11.28,20180326,181174,17111,9.78,0.60,6.34,4.8,-33.87,949,12,109000,109000,407,5,80660,-0.46,4966,4638,+141500,-108500,5032,,+0.06,5000,원,+118000,-97500,471,-0,0,+5.58,232,-107000,-500,농심홀딩스,072710,-76500,-108500
+27350,-14.44,20180202,-17100,+36.84,20170926,20750,2254,-5.15,1.13,10.38,11.5,-86.89,122296,12,+23700,23500,2431,5,17860,-0.43,13911,44867,+30550,+23650,10499,,+0.75,500,원,+27350,-18950,3315,-0,0,+26.73,224,-23150,-100,다우기술,023590,-16450,-23400
+6700,-25.60,20170808,-4820,+3.42,20180116,7649,21,14.99,0.65,237.38,-3.8,+127.26,4089,12,4990,4990,-43,5,3390,-0.10,1972,15225,+6480,-4900,759,,+0.01,1000,원,+5590,-4820,20,-0,0,+1.34,164,-4875,-5,대림통상,006570,-3495,-4985
+12050,-34.27,20170619,-7600,+4.21,20180305,24082,883,3.78,0.33,8.97,5.3,-32.35,4672,12,+7950,7890,322,2,5830,+0.38,9031,16089,+10250,7890,1274,,+0.18,1000,원,+8600,-7600,245,-0,0,+3.60,161,-7850,+30,대성홀딩스,016710,-5530,+7920
+63800,-14.11,20180312,-25050,+118.76,20170411,5135,949,23.40,10.67,57.74,23.8,-62.86,114451,12,+58500,57600,406,5,44920,-4.86,2056,29673,+74800,+58500,16261,,+0.30,500,원,+63800,-31400,517,-0,0,+39.04,148,-54800,-2800,더존비즈온,012510,-40400,-54800
+2880,-57.64,20170427,-1000,+22.00,20171222,5734,483,,0.21,2.53,-19.0,-66.41,455226,12,+1225,1200,-411,2,790,+1.67,6020,53312,+1560,+1205,650,,+5.14,500,원,+1535,-1050,-367,-0,0,+4.22,267,-1185,+20,동국실업,001620,-840,+1220
+17200,-34.01,20170609,-9220,+23.10,20180328,12045,4602,2.98,0.94,2.47,34.6,-74.13,293377,12,+11350,10850,963,2,7370,+4.61,7015,20860,+14100,+10950,2368,,+0.14,5000,원,+11350,-9220,256,-0,0,+1.59,1043,-10750,+500,동부건설,005960,-7600,+11350
+7160,-6.56,20180308,-5490,+21.86,20170522,6497,856,18.13,1.03,7.82,3.3,-94.20,94065,12,+6690,6640,-59,2,5040,+0.75,8273,45445,+8630,6640,3040,,+2.85,1000,원,+7160,-5540,37,-0,0,+4.96,454,-6600,+50,동성코퍼레이션,102260,-4650,+6690
+16600,-5.72,20180419,-11250,+39.11,20170915,12993,1007,2.52,1.20,15.54,11.2,-41.01,576666,12,+16250,16100,171,5,11590,-2.80,3397,11500,+20900,16100,1800,,+3.19,500,원,+16600,-11500,203,-0,0,+9.76,58,-15200,-450,동아지질,028100,-11300,-15650
+376000,-11.44,20171103,-240500,+38.46,20171013,235636,22300,6.50,1.41,14.93,19.7,-54.84,1706,12,334000,334000,1678,5,247160,-0.30,23811,3363,+434000,-332000,11199,,+0.02,5000,원,+346500,-287000,2246,-0,0,+8.38,168,-328000,-1000,동원산업,006040,-234000,-333000
+62600,-20.13,20170609,-49850,+0.30,20180403,208932,0,8.22,0.24,0.00,-1.3,-43.49,1652,12,+50200,50100,-41,5,36070,-0.20,8471,2378,+65100,50100,1189,,+0.27,5000,원,+57700,-49850,220,-0,0,+3.76,119,-49950,-100,동일방직,001530,-35100,-50000
+22500,-4.00,20180403,-7210,+199.58,20170411,3623,43,160.51,5.96,502.33,2.0,-27.73,263700,12,+22150,21650,34,5,13850,-0.23,703,45395,+28100,+22000,9805,,+0.77,500,원,+22500,-10700,52,-0,0,+0.27,227,-20850,-50,롯데관광개발,032350,-15200,-21600
+78300,-10.60,20180309,-36500,+91.78,20170419,43088,0,9.26,1.62,0.00,7.7,+256.30,211667,12,+71000,69900,892,2,54520,+0.14,11595,25800,+90800,-69200,18060,,+0.37,5000,원,+78300,-64300,1111,-0,0,+21.34,1290,-68300,+100,롯데정밀화학,004000,-49000,+70000
+730000,-0.55,20180420,-536000,+35.45,20171212,670221,41363,8.81,1.08,17.55,11.8,-92.86,2731,12,+730000,705000,951,2,535800,+2.98,18186,1132,+916000,-703000,8217,,+0.11,5000,원,+730000,-542000,662,-0,0,+11.28,57,-703000,+21000,롯데푸드,002270,-494000,+726000
+4045,-6.30,20170510,-3670,+3.27,20180209,0,0,,0.00,0.00,,-53.53,48990,12,+3800,3795,,5,2730,-0.13,,92834,+4930,+3800,3518,,0.00,0,원,+3855,-3670,,-0,0,+2.58,4642,-3780,-5,맵스리얼티1,094800,-2660,-3790
+17500,-22.86,20180205,-11850,+13.92,20170411,12308,1799,,1.10,7.50,19.4,-18.80,21975,12,+13500,13450,7557,2,9950,+0.37,12356,140224,+17450,-13400,18930,,+0.02,500,원,+17500,-13300,10037,-0,0,+7.21,714,-13300,+50,메리츠금융지주,138040,-9450,+13500
+26700,-36.70,20170519,-16800,+0.60,20180420,17226,2207,7.37,0.98,7.66,10.0,+147.56,31620,12,+17150,17000,515,5,12580,-0.59,2505,28500,+22100,-16900,4817,,+0.20,200,원,+21300,-16800,287,-0,0,+18.58,57,-16800,-100,무학,033920,-11900,-16900
+270000,-12.22,20170526,-205000,+15.61,20170926,208257,25254,6.53,1.14,9.38,14.9,+116.12,317,12,240000,240000,299,5,168000,-1.25,3187,793,+312000,240000,1879,,0.00,5000,원,+255000,-217000,110,-0,0,+4.45,80,-237000,-3000,미원상사,002840,-168000,-237000
+106500,-43.66,20170529,-47000,+27.66,20170926,0,0,9.85,0.00,0.00,,+113.08,1971,12,60200,60200,172,5,39730,-0.33,2083,5179,+78200,60200,3107,,+0.12,500,원,+62400,-55200,218,-0,0,+1.87,26,-59700,-200,미원에스씨,268280,-42200,-60000
+675000,-93.41,20170420,-42550,+4.58,20180411,35366,6002,6.90,1.26,7.41,7.5,+194.69,3670,12,+45900,45150,127,5,27090,-1.44,1176,2332,+58600,+45900,1038,,+0.83,500,원,+61600,-42550,92,-0,0,+2.52,13,-44450,-650,미원홀딩스,107590,-31650,-44500
+29450,-18.85,20180201,-18350,+30.25,20170411,34182,2815,,0.70,8.49,8.0,+144.80,4871,12,+23950,23900,376,3,17200,0.00,1319,10370,+31050,-23850,2478,,+0.04,5000,원,+29450,-23300,473,-0,0,+1.49,518,-23450,0,부국증권,001270,-16750,23900
+2945,-65.53,20170524,-955,+6.28,20180410,2177,0,24.64,0.47,0.00,-17.6,-92.49,877575,12,+1025,991,-101,2,670,+2.42,1907,29350,+1285,+995,298,,+0.15,500,원,+1800,-955,-23,-0,0,+2.12,147,-983,+24,부산주공,005030,-694,+1015
+2130,-24.88,20170531,-1315,+21.67,20180116,908,67,11.84,1.76,23.88,26.4,+128.47,875971,12,+1615,1565,292,2,1120,+2.24,3951,141145,+2030,+1570,2258,,+0.08,500,원,+1675,-1315,293,-0,0,+0.76,706,-1540,+35,사조동아원,008040,-1100,+1600
+14800,-19.26,20170703,-10900,+9.63,20171215,24279,961,-3.21,0.49,12.43,5.6,+157.51,5872,12,+11950,11900,110,2,8330,+0.42,918,8126,+15450,11900,971,,+0.17,500,원,+12850,-10950,43,-0,0,+14.09,41,-11700,+50,삼성공조,006660,-8350,+11950
+18950,-4.49,20180412,-9700,+86.60,20170803,5158,150,34.42,3.51,120.67,-4.5,-76.37,1916200,12,+18750,18700,-521,5,13830,-3.21,55362,196000,+24300,18700,35476,,+0.97,5000,원,+18950,-12450,469,-0,0,+25.56,9800,-18000,-600,삼성엔지니어링,028050,-13100,-18100
+2876000,-10.26,20171102,-2004000,+28.79,20170420,1156530,157967,3.52,2.23,16.34,21.0,-68.42,235220,12,-2613000,2639000,421867,5,2058420,-2.20,2395754,128386,+3430000,-2590000,3313655,,+0.10,5000,원,+2707000,-2221000,536450,-0,0,+52.27,7780,-2571000,-58000,삼성전자,005930,-1848000,-2581000
+104500,-11.96,20180102,-45450,+102.42,20170714,23269,2431,14.01,3.95,37.84,15.3,-42.89,37848,12,+93800,93000,291,5,66960,-1.08,4585,7533,+120500,+93800,6930,,+3.00,5000,원,+104500,-70900,433,-0,0,+6.42,377,-91100,-1000,삼양식품,003230,-65100,-92000
+29100,-31.62,20180119,-13450,+47.96,20170516,7608,799,10.03,2.62,24.91,16.6,-75.81,57981,12,+20000,19900,282,3,14320,0.00,3711,21000,+25850,19900,4179,,+1.02,500,원,+29100,-18900,349,-0,0,+36.04,105,-19400,0,삼익THK,004380,-13950,19900
+63800,-39.89,20180410,-7020,+446.30,20170926,9613,174,54.77,3.99,220.40,-2.4,-86.85,732203,12,+42450,36400,-13,2,0,+5.36,920,5500,+47300,+37050,2109,,+1.72,1000,원,+63800,-8360,13,-0,0,+4.25,55,-36300,+1950,삼일제약,000520,-25500,+38350
+127000,-13.39,20170622,-99200,+10.89,20171010,305500,9694,5.58,0.36,11.35,1.1,-51.72,2741,12,+110500,108000,51,2,79920,+1.85,32951,4055,+140000,+108500,4461,,+0.11,5000,원,+127000,-106500,611,-0,0,+25.09,203,-107000,+2000,삼천리,004690,-76000,+110000
+66800,-6.89,20180420,-12300,+405.69,20170421,5057,546,23.77,12.30,113.92,25.7,+257.79,1032771,12,+66800,60300,155,2,44620,+3.15,1993,10395,+78300,+63400,6466,,+8.44,1000,원,+66800,-35100,220,-0,0,+4.63,104,+61100,+1900,삼화콘덴서,001820,-42300,+62200
+9090,-20.02,20180119,-6500,+11.85,20180409,11620,639,11.85,0.63,11.38,0.7,-52.84,83333,12,+7350,7210,20,2,5190,+0.83,4881,26439,+9370,+7350,1922,,+0.76,500,원,+9090,-6500,88,-0,0,+10.67,132,-7140,+60,삼화페인트,000390,-5050,+7270
+42800,-20.56,20180413,-30550,+11.29,20180110,22378,2360,10.05,1.52,14.41,8.7,-41.03,32021,12,+34350,33700,264,2,24930,+0.89,3500,11569,+43800,-33500,3933,,+0.64,500,원,+42800,-30550,373,-0,0,+5.29,61,-33400,+300,서흥,008490,-23600,+34000
+10500,-16.48,20180124,-655,+1238.93,20170922,4360,0,,2.01,0.00,-18.6,0.00,0,12,0,8770,-92,3,0,0.00,1124,14045,+11400,0,1232,,+0.05,5000,원,+10500,-760,-48,-0,0,+0.97,702,0,0,성지건설,005980,-6140,8770
+36650,-28.51,20170828,-24400,+7.38,20180418,48457,2492,5.31,0.54,10.51,7.1,-81.15,44892,12,+26200,25550,1372,2,19410,+2.54,30553,35862,+33200,+25700,9396,,+0.12,5000,원,+32650,-24400,1885,-0,0,+11.35,2193,-25400,+650,세아베스틸,001430,-17900,+26200
+1750,-16.29,20170713,-1090,+34.40,20170925,1346,0,,1.09,0.00,60.3,+282.78,12435845,12,+1545,1425,1434,2,1050,+2.81,1096,129124,+1850,+1445,1892,,+2.02,500,원,+1550,-1130,-216,-0,0,+3.57,646,+1440,+40,쌍방울,102280,-1000,+1465
+7810,-34.96,20170427,-4885,+3.99,20180403,5923,423,6.33,0.86,12.01,-8.3,-39.95,177594,12,+5130,5090,-658,5,3760,-0.20,34946,137949,+6610,+5110,7008,,+0.20,5000,원,+6160,-4885,-653,-0,0,+77.15,6897,-5030,-10,쌍용차,003620,-3570,-5080
+5480,-37.59,20180201,-2010,+70.15,20171222,916,37,43.54,3.73,92.43,-2.5,-69.42,2871261,12,+3545,3405,-17,2,2380,+0.44,1763,77125,+4425,-3375,2638,,+5.81,500,원,+5480,-2185,35,-0,0,+0.72,386,-3375,+15,아남전자,008700,-2385,+3420
+161500,-11.76,20171205,-111500,+27.80,20170926,31869,4240,10.57,4.47,33.61,7.0,-65.87,55254,12,+144500,143000,4895,5,108680,-0.35,60291,82458,+185500,+143500,117503,,+0.03,500,원,+158000,-121500,7315,-0,0,+20.59,412,-141000,-500,아모레G,002790,-100500,-142500
+32850,-10.96,20180402,-17850,+63.87,20180115,51473,2321,10.26,0.57,12.60,1.1,+118.60,21541,12,+29350,28250,50,2,20900,+3.54,7286,8957,+36700,28250,2620,,+0.68,5000,원,+32850,-17850,54,-0,0,+4.87,448,28250,+1000,아세아제지,002310,-19800,+29250
+7470,-42.10,20170411,-4120,+4.98,20180413,10177,961,2.13,0.42,4.50,3.6,+122.85,13742,12,+4345,4295,57,2,3090,+0.70,1631,15605,+5580,4295,675,,+0.08,500,원,+5120,-4120,84,-0,0,+13.69,78,-4260,+30,SJM,123700,-3010,+4325
+1339000,-36.00,20170817,-845000,+1.42,20180416,1478326,94384,4.99,0.58,9.08,8.6,+100.20,1995,12,+865000,848000,2723,2,627520,+1.06,37249,1842,+1102000,848000,15786,,+0.19,5000,원,+1154000,-845000,1594,-0,0,+2.91,92,-847000,+9000,영풍,000670,-594000,+857000
+4275,-2.46,20180420,-2040,+104.41,20170811,4924,0,10.91,0.85,0.00,0.7,+145.50,1941946,12,+4275,3910,9,2,2810,+6.65,2828,72677,+5080,-3850,3031,,+0.85,500,원,+4275,-2220,104,-0,0,+5.57,386,-3830,+260,웅진,016880,-2740,+4170
+9540,-5.45,20180417,-3585,+151.60,20170821,1277,0,1037.57,7.06,0.00,4.4,-54.26,524964,12,+9170,9140,41,5,6390,-1.31,1121,55792,+11850,9140,5032,,+4.92,500,원,+9540,-4655,-32,-0,0,+2.70,279,-8910,-120,유양디앤유,011690,-6400,-9020
+21050,-20.19,20180315,-8800,+90.91,20170420,10345,987,21.10,1.62,17.02,5.7,-41.78,109627,12,+17050,16650,43,2,10650,+0.90,629,6369,+21600,-16600,1070,,+8.40,1000,원,+21050,-11600,36,-0,0,+3.74,67,-16500,+150,유유제약,000220,-11700,+16800
+270000,-10.93,20180410,-198000,+21.46,20171016,120611,14414,18.23,1.99,16.69,7.0,-43.40,47112,12,+244000,241000,1096,5,183160,-0.21,14622,12209,+313000,-238500,29363,,+0.66,5000,원,+270000,-204000,887,-0,0,+24.20,610,-238000,-500,유한양행,000100,-169000,-240500
+25000,-33.40,20171130,-12950,+28.57,20170811,12951,844,8.08,1.29,19.73,8.3,+122.36,31021,12,+17100,16900,273,5,11830,-1.48,4922,24800,+21950,+17100,4129,,+0.77,500,원,+23500,-15350,404,-0,0,+6.98,148,-16600,-250,율촌화학,008730,-11850,-16650
+21150,-29.08,20170417,-13400,+11.94,20170926,14507,15624,275.65,1.03,0.96,0.5,+134.17,17711,12,+15350,14900,0,2,10720,+0.67,411,10490,+19350,-14800,1574,,+0.54,1000,원,+16900,-14400,-18,-0,0,+2.41,105,-14700,+100,일동홀딩스,000230,-10450,+15000
+45100,-21.51,20170914,-16200,+118.52,20170424,7072,971,19.01,5.01,36.46,10.3,+114.49,205723,12,+36450,36050,422,5,25950,-1.80,4540,46000,+46850,-35800,16284,,+2.64,500,원,+41300,-31550,495,-0,0,+3.52,230,-34950,-650,일진머티리얼즈,020150,-25250,-35400
+74800,-17.51,20180402,-24150,+155.49,20170926,19446,3357,19.42,3.17,18.38,8.4,-76.01,45230,12,+62900,62500,420,5,46250,-1.28,2457,21929,+81200,+62600,13530,,+0.86,500,원,+74800,-46350,454,-0,0,+3.38,110,-61300,-800,잇츠한불,226320,-43800,-61700
+50100,-4.09,20180402,-30450,+57.80,20170414,10342,2036,7.67,4.65,23.60,25.8,+115.12,109782,12,+48700,46400,778,2,35260,+3.56,9964,26357,+60300,+46900,12664,,+0.22,5000,원,+50100,-33650,1013,-0,0,+20.87,1318,+46450,+1650,제주항공,089590,-32500,+48050
+97700,-20.47,20170720,-68700,+13.10,20171018,69878,11798,1.08,1.11,6.59,16.6,-50.33,1434,12,+78400,77600,154,2,55870,+0.13,660,1258,+100500,-77100,977,,+0.53,500,원,+88900,-73200,177,-0,0,+3.08,6,-77100,+100,조선선재,120030,-54400,+77700
+3835,-23.73,20180202,-2770,+5.60,20180411,2726,103,12.85,1.07,28.40,4.8,+208.88,42845,12,+2925,2920,17,2,2100,+0.17,448,13000,+3795,2920,380,,+0.59,500,원,+3835,-2770,18,-0,0,+2.29,65,-2810,+5,진양산업,003780,-2045,+2925
+11500,-34.52,20170525,-5650,+33.27,20171222,2040,0,,3.69,0.00,-65.6,-52.60,257438,12,+7620,7380,-237,2,5160,+2.03,272,21174,+9590,-7210,1594,,+0.09,1000,원,+8570,-5860,-249,-0,0,+11.87,212,-7210,+150,진원생명과학,011000,-5170,+7530
+1685,-28.19,20170607,-907,+33.41,20180326,1227,0,21.56,0.99,0.00,-13.2,-33.76,814844,6,+1235,1210,-42,3,820,0.00,559,24000,+1570,1210,290,,+0.36,500,원,+1530,-907,-25,-0,0,+1.32,120,-1170,0,체시스,033250,-850,1210
+1615,-43.59,20170512,-891,+2.24,20180413,0,0,18.92,0.00,0.00,4.2,-60.10,136275,12,+914,910,25,2,610,+0.11,86,44213,+1180,-908,403,,+1.13,1000,원,+1130,-891,50,-0,0,+12.25,442,-906,+1,케이탑리츠,145270,-637,+911
+93100,-27.39,20180109,-61700,+9.56,20180410,70954,6098,9.17,0.95,11.09,6.5,-76.83,101932,12,+67700,66200,1227,2,48980,+2.11,46070,25660,+86000,66200,17346,,+1.84,5000,원,+93100,-61700,1980,-0,0,+16.49,1283,66200,+1400,코오롱인더,120110,-46400,+67600
+23700,-14.14,20170518,-12950,+57.14,20170925,7205,731,378.89,2.82,27.84,-4.6,-86.22,153996,12,+20900,20700,-55,5,14900,-1.69,2057,17640,+26900,+20900,3590,,+1.55,200,원,+22200,-15950,-19,-0,0,+1.03,35,-20100,-350,토니모리,214420,-14500,-20350
+6350,-1.10,20180403,-2275,+176.04,20170411,728,51,5.37,8.63,123.14,45.5,+302.84,4035371,12,+6280,5850,371,2,4320,+7.35,6128,70959,+7600,5850,4456,,+5.92,500,원,+6350,-3450,455,-0,0,+5.70,355,-5770,+430,티웨이홀딩스,004870,-4100,+6280
+6820,-21.11,20170911,-4620,+16.45,20180410,4754,184,10.58,1.13,29.24,5.8,-61.68,2498117,12,+5410,5330,1413,2,3940,+0.94,23362,534545,+6920,+5380,28759,,+1.04,1000,원,+6350,-4620,1950,-0,0,+7.31,5345,-5260,+50,팬오션,028670,-3740,+5380
+25450,-7.07,20180129,-17550,+34.76,20171211,22093,977,10.81,1.07,24.21,6.6,-36.62,445884,12,+24350,23650,1668,3,17970,0.00,225717,123375,+30700,-23600,29178,,+0.34,5000,원,+25450,-18050,4013,-0,0,+9.52,6169,-23400,0,포스코대우,047050,-16600,23650
+58900,-32.94,20171017,-36700,+7.63,20180409,43990,4912,5.96,0.90,8.04,11.9,-38.12,121229,12,+39700,39600,1507,5,29300,-0.25,29450,28024,+51400,+39700,11070,,+0.73,5000,원,+52900,-36700,2411,-0,0,+15.77,1401,-38600,-100,풍산,103140,-27750,-39500
+424000,-20.75,20170531,-328500,+2.28,20180308,74861,20956,12.27,4.49,16.03,24.6,+112.67,1138,12,+337000,334500,242,2,254220,+0.45,2105,1300,+434500,334500,4368,,+0.06,5000,원,+386500,-328500,300,-0,0,+64.98,70,-334000,+1500,한국쉘석유,002960,-234500,+336000
+1135,-20.44,20170901,-703,+28.45,20170814,2516,0,2.88,0.36,0.00,3.7,+210.50,489138,12,+912,870,50,2,600,+3.79,2574,46803,+1130,+871,423,,+0.42,500,원,+912,-783,62,-0,0,+2.26,234,-863,+33,한국전자홀딩스,006200,-609,+903
+48000,-20.10,20170704,-33500,+14.48,20180219,83491,5056,0.00,0.46,7.59,-5.8,-14.21,26652,12,+39700,39000,-434,5,28860,-1.67,7389,9210,+50700,+39250,3532,,+0.29,5000,원,+42450,-33500,461,-0,0,+20.85,461,-37500,-650,한국철강,104700,-27300,-38350
+70900,-29.34,20171106,-47000,+6.60,20180416,85129,7062,13.77,0.59,7.09,4.6,-59.51,34989,12,+50600,49450,435,2,36590,+1.31,9222,10803,+64200,-49300,5412,,+0.68,5000,원,+63300,-47000,627,-0,0,+10.49,551,-49250,+650,한라홀딩스,060980,-34650,+50100
+2915,-13.21,20180307,-1975,+28.10,20180108,2672,221,6.91,0.95,11.45,6.3,-52.21,552599,12,+2695,2630,29,5,1890,-3.80,3553,16477,+3415,+2685,417,,+4.71,500,원,+2915,-1975,23,-0,0,+7.45,88,-2525,-100,한솔로지스틱스,009180,-1845,-2530
+14700,-24.15,20171023,-8420,+32.42,20170419,3424,547,9.08,3.26,20.38,15.2,+121.73,730453,12,+11350,11300,2984,5,8580,-1.33,55857,533800,+14650,11300,59519,,+0.12,100,원,+13950,-10600,4684,-0,0,+19.86,534,-10950,-150,한온시스템,018880,-7950,-11150
+31400,-16.88,20170612,-22300,+17.04,20170425,75549,2964,12.79,0.35,8.81,6.2,-51.80,3656,12,+26100,25800,94,2,18060,+1.16,1558,2040,+33500,+26000,532,,+0.53,5000,원,+28100,-23000,45,-0,0,+0.57,102,-25450,+300,한일철강,002220,-18100,+26100
+36450,-1.92,20180420,-16550,+116.01,20170926,11039,468,36.38,3.24,76.39,4.8,+112.07,531110,12,+36450,33700,212,2,24260,+6.08,4902,38220,+43800,+34200,13664,,+0.70,200,원,+36450,-21250,181,-0,0,+2.91,76,-33450,+2050,한전기술,052690,-23600,+35750
+38300,-35.90,20170619,-21950,+11.85,20180326,63079,3352,12.51,0.39,7.32,-6.1,-81.23,49357,12,+24650,24350,-470,2,17530,+0.82,18126,11975,+31650,24350,2940,,+1.73,5000,원,+28500,-21950,216,-0,0,+14.85,599,-23850,+200,한진,002320,-17050,+24550
